编号,币种,周期,入场时间UTC,退出根或末根开盘UTC,未平仓数据末端收盘UTC,入场价,初始止损,退出价,净R,路径分类,为何退出,当时与后续事实,待验证不足,交易唯一键
T095,UNIUSDT,15m,2025-02-10 14:15:00+00:00,2025-02-11 13:30:00+00:00,,9.257,9.079,9.729,2.5476741573033905,盈利保护退出,持仓第94根K，最低价9.685触及当时已生效保护价9.729；按追踪止损在9.729退出，扣费后净+2.55R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.92%（2.52个信号ATR），往返成本0.104R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.97倍。 原账本最大浮盈4.40R；5分钟审计得到实际止损前浮盈范围4.40–4.40R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.65R，激活不保证保本。 退出下一根起48根内，最高回到原入场+3.25R，最低到-0.13R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:UNIUSDT:15m:box_any:16244
T096,AAVEUSDT,15m,2025-02-10 17:45:00+00:00,2025-02-11 17:00:00+00:00,,252.41,247.15,247.15,-1.0959733840304204,到过1R后回吐,持仓第94根K，最低价246.42触及当时已生效保护价247.15；按初始止损在247.15退出，扣费后净-1.10R。,距V9 37根，较父V9独立模拟入场价+0.49%；初始风险2.08%（2.00个信号ATR），往返成本0.096R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.81倍。 原账本最大浮盈1.92R；5分钟审计得到实际止损前浮盈范围1.92–1.92R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.64R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.63R，最低到-2.61R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:AAVEUSDT:15m:box_any:16258
T097,BOMEUSDT,15m,2025-02-11 01:45:00+00:00,2025-02-11 02:15:00+00:00,,0.002149,0.0021068,0.0021068,-1.1018483412322302,前三根止损,持仓第3根K，最低价0.002101触及当时已生效保护价0.0021068；按初始止损在0.0021068退出，扣费后净-1.10R。,距V9 51根，较父V9独立模拟入场价+2.77%；初始风险1.96%（2.03个信号ATR），往返成本0.102R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.50倍。 原账本最大浮盈0.07R；5分钟审计得到实际止损前浮盈范围0.07–0.07R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.36R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.35R，最低到-2.87R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:BOMEUSDT:15m:box_any:16290
T098,AEROUSDT,15m,2025-02-11 07:45:00+00:00,2025-02-11 10:15:00+00:00,,0.8551,0.8411000000000001,0.8411000000000001,-1.1221571428571429,推进不足后止损,持仓第11根K，最低价0.838触及当时已生效保护价0.8411；按初始止损在0.8411退出，扣费后净-1.12R。,距V9 9根，较父V9独立模拟入场价+1.94%；初始风险1.64%（2.15个信号ATR），往返成本0.122R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.76倍。 原账本最大浮盈0.21R；5分钟审计得到实际止损前浮盈范围0.21–0.21R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.06R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.29R，最低到-5.82R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:AEROUSDT:15m:box_any:6597
T099,ARUSDT,15m,2025-02-12 17:15:00+00:00,2025-02-13 07:45:00+00:00,,9.416,8.839,9.083,-0.6097608318890818,反向确认亏损退出,上一根出现原始反向信号，下一根开盘9.083退出；这笔不是价格触及止损退出，扣费后净-0.61R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险6.13%（3.62个信号ATR），往返成本0.033R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.80倍。 截至退出前/数据末端，原账本最大浮盈0.46R。 退出前最高收盘0.41R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.43R，最低到-1.18R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:ARUSDT:15m:box_any:16448
T100,ARBUSDT,15m,2025-02-17 11:15:00+00:00,2025-02-17 15:45:00+00:00,,0.4907,0.48213,0.49319,0.1760326721120146,盈利保护退出,持仓第19根K，最低价0.4931触及当时已生效保护价0.49319；按追踪止损在0.49319退出，扣费后净+0.18R。,距V9 4根，较父V9独立模拟入场价-0.85%；初始风险1.75%（2.00个信号ATR），往返成本0.115R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.87倍。 原账本最大浮盈2.77R；5分钟审计得到实际止损前浮盈范围2.77–2.77R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.29R，激活不保证保本。 退出下一根起48根内，最高回到原入场+1.23R，最低到-1.81R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ARBUSDT:15m:box_any:16904
T101,AEROUSDT,15m,2025-02-17 12:45:00+00:00,2025-02-17 15:45:00+00:00,,0.8353,0.8234,0.8234,-1.1403865546218517,到过1R后回吐,持仓第13根K，最低价0.8229触及当时已生效保护价0.8234；按初始止损在0.8234退出，扣费后净-1.14R。,距V9 9根，较父V9独立模拟入场价+0.76%；初始风险1.42%（2.38个信号ATR），往返成本0.140R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.54倍。 原账本最大浮盈1.87R；5分钟审计得到实际止损前浮盈范围1.87–1.87R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.39R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.14R，最低到-3.46R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:AEROUSDT:15m:box_any:7193
T102,FILUSDT,15m,2025-02-17 14:30:00+00:00,2025-02-17 15:45:00+00:00,,3.489,3.4158,3.4158,-1.0953278688524608,推进不足后止损,持仓第6根K，最低价3.387触及当时已生效保护价3.4158；按初始止损在3.4158退出，扣费后净-1.10R。,距V9 1根，较父V9独立模拟入场价-0.26%；初始风险2.10%（2.86个信号ATR），往返成本0.095R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.45倍。 原账本最大浮盈0.30R；5分钟审计得到实际止损前浮盈范围0.30–0.30R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.07R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.38R，最低到-2.46R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:FILUSDT:15m:box_any:16917
T103,NEARUSDT,15m,2025-02-20 17:30:00+00:00,2025-02-21 15:30:00+00:00,,3.378,3.307,3.506,1.707661971830981,盈利保护退出,持仓第89根K，最低价3.451触及当时已生效保护价3.506；按追踪止损在3.506退出，扣费后净+1.71R。,距V9 27根，较父V9独立模拟入场价+3.97%；初始风险2.10%（2.41个信号ATR），往返成本0.095R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.04倍。 原账本最大浮盈3.58R；5分钟审计得到实际止损前浮盈范围3.58–3.58R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.80R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.49R，最低到-2.27R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:NEARUSDT:15m:box_any:17217
T104,BOMEUSDT,15m,2025-02-21 08:15:00+00:00,2025-02-21 15:30:00+00:00,,0.002045,0.002015,0.0020827,1.1203333333333323,盈利保护退出,持仓第30根K，最低价0.002027触及当时已生效保护价0.0020827；按追踪止损在0.0020827退出，扣费后净+1.12R。,距V9 14根，较父V9独立模拟入场价+0.69%；初始风险1.47%（2.03个信号ATR），往返成本0.136R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.55倍。 原账本最大浮盈4.17R；5分钟审计得到实际止损前浮盈范围4.17–4.17R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.26R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.63R，最低到-3.17R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:BOMEUSDT:15m:box_any:17276
T105,ONEUSDT,15m,2025-03-07 15:15:00+00:00,2025-03-07 16:15:00+00:00,,0.0136,0.0132699,0.0132699,-1.082399272947594,推进不足后止损,持仓第5根K，最低价0.01321触及当时已生效保护价0.0132699；按初始止损在0.0132699退出，扣费后净-1.08R。,距V9 1根，较父V9独立模拟入场价-0.15%；初始风险2.43%（2.19个信号ATR），往返成本0.082R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.82倍。 原账本最大浮盈0.00R；5分钟审计得到实际止损前浮盈范围0.00–0.00R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.27R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.51R，最低到-2.97R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:ONEUSDT:15m:box_any:18648
T106,UNIUSDT,15m,2025-03-08 18:45:00+00:00,2025-03-09 02:45:00+00:00,,7.13,7.046,7.046,-1.1697619047619014,到过1R后回吐,持仓第33根K，最低价7.011触及当时已生效保护价7.046；按初始止损在7.046退出，扣费后净-1.17R。,距V9 2根，较父V9独立模拟入场价+0.31%；初始风险1.18%（2.00个信号ATR），往返成本0.170R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.87倍。 原账本最大浮盈1.15R；5分钟审计得到实际止损前浮盈范围1.15–1.15R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.94R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.14R，最低到-5.02R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:UNIUSDT:15m:box_any:18758
T107,AEROUSDT,15m,2025-03-09 05:30:00+00:00,2025-03-09 10:30:00+00:00,,0.6138,0.5979,0.5979,-1.077207547169813,推进不足后止损,持仓第21根K，最低价0.5958触及当时已生效保护价0.5979；按初始止损在0.5979退出，扣费后净-1.08R。,距V9 65根，较父V9独立模拟入场价+2.75%；初始风险2.59%（4.21个信号ATR），往返成本0.077R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.65倍。 原账本最大浮盈0.01R；5分钟审计得到实际止损前浮盈范围0.01–0.01R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.09R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-1.03R，最低到-4.01R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:AEROUSDT:15m:box_any:9084
T108,ARUSDT,15m,2025-03-13 09:30:00+00:00,2025-03-13 16:00:00+00:00,,6.07,5.922,5.922,-1.0820270270270276,推进不足后止损,持仓第27根K，最低价5.917触及当时已生效保护价5.922；按初始止损在5.922退出，扣费后净-1.08R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.44%（3.16个信号ATR），往返成本0.082R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.61倍。 原账本最大浮盈0.66R；5分钟审计得到实际止损前浮盈范围0.66–0.66R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.37R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.68R，最低到-1.94R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:ARUSDT:15m:box_any:19201
T109,ARUSDT,15m,2025-03-14 03:15:00+00:00,2025-03-15 02:00:00+00:00,,6.13,6.042,6.396,2.883409090909094,盈利保护退出,持仓第92根K，最低价6.386触及当时已生效保护价6.396；按追踪止损在6.396退出，扣费后净+2.88R。,距V9 4根，较父V9独立模拟入场价-0.08%；初始风险1.44%（2.02个信号ATR），往返成本0.139R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.85倍。 原账本最大浮盈9.52R；5分钟审计得到实际止损前浮盈范围9.52–9.52R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+3.02R，激活不保证保本。 退出下一根起48根内，最高回到原入场+5.39R，最低到+2.50R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ARUSDT:15m:box_any:19272
T110,WIFUSDT,15m,2025-03-14 06:45:00+00:00,2025-03-15 08:15:00+00:00,,0.4904,0.4804,0.499,0.7619200000000003,盈利保护退出,持仓第103根K，最低价0.4975触及当时已生效保护价0.499；按追踪止损在0.499退出，扣费后净+0.76R。,距V9 134根，较父V9独立模拟入场价+4.34%；初始风险2.04%（2.02个信号ATR），往返成本0.098R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.17倍。 原账本最大浮盈3.79R；5分钟审计得到实际止损前浮盈范围3.79–3.79R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.86R，激活不保证保本。 退出下一根起48根内，最高回到原入场+1.69R，最低到+0.18R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:WIFUSDT:15m:box_any:19286
T111,API3USDT,15m,2025-03-14 08:30:00+00:00,2025-03-16 01:00:00+00:00,,0.5852,0.5738,0.6088,1.96750877192981,盈利保护退出,持仓第163根K，最低价0.6049触及当时已生效保护价0.6088；按追踪止损在0.6088退出，扣费后净+1.97R。,距V9 1根，较父V9独立模拟入场价+0.50%；初始风险1.95%（3.33个信号ATR），往返成本0.103R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.29倍。 原账本最大浮盈3.46R；5分钟审计得到实际止损前浮盈范围3.46–3.46R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.07R，激活不保证保本。 退出下一根起48根内，最高回到原入场+3.06R，最低到+0.26R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:API3USDT:15m:box_any:19293
